Course Subject,Course Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Semester
EPSY,480,Educational Statistics,2,15,2,6,4,1,4,0,0,0,0,0,1,F-15
EPSY,480,Educational Statistics,1,5,9,2,5,4,0,0,0,0,0,0,0,S-16
EPSY,480,Educational Statistics,2,4,6,0,6,4,3,0,1,0,1,0,5,S-16
EPSY,480,Educational Statistics,1,2,3,8,2,3,4,0,0,0,0,0,1,S-15
EPSY,480,Educational Statistics,0,49,0,0,5,0,0,3,0,0,1,0,1,S-15
EPSY,480,Educational Statistics,1,25,0,0,9,0,0,7,0,0,0,0,2,F-16
EPSY,485,Assessing Student Performance,3,75,0,0,7,0,0,0,1,0,0,0,0,F-15
EPSY,485,Assessing Student Performance,59,26,10,5,0,0,1,1,0,0,1,0,1,F-16
EPSY,490,Prep for Recruitment Counselor,0,81,0,0,3,0,0,0,0,0,0,0,0,S-16
EPSY,556,Analysis of Educational Tech,21,4,3,0,1,0,0,0,0,0,0,0,0,F-15
EPSY,575,Mixed Method Inquiry,4,11,3,5,0,0,0,0,0,0,0,0,0,F-15
EPSY,580,Statistical Inference in Educ,20,9,2,3,1,2,0,0,0,0,0,0,0,F-15
EPSY,581,Applied Regression Analysis,3,11,10,7,2,0,0,1,0,0,0,0,0,S-16
EPSY,581,Applied Regression Analysis,26,6,3,1,0,0,0,0,0,0,0,0,0,S-15
EPSY,587,Hierarchical Linear Models,1,26,0,0,3,2,0,0,0,0,0,0,0,F-15
EPSY,587,Hierarchical Linear Models,0,24,4,3,4,1,0,0,0,0,0,0,0,F-16
ESE,200,Earth Systems,4,7,7,13,18,14,9,4,5,1,1,1,0,F-15
ESE,200,Earth Systems,2,32,12,15,8,1,6,3,0,0,0,1,3,F-16
ESE,311,Environmental Issues Today,0,9,9,3,3,3,1,4,1,0,0,0,0,S-15
ESE,320,"Water Planet, Water Crisis",10,13,4,10,4,3,1,3,0,0,0,0,1,F-15
ESE,320,"Water Planet, Water Crisis",1,8,6,13,4,1,1,0,0,0,1,0,0,F-15
ESE,360,Environmental Writing,1,3,5,8,3,1,0,0,0,0,0,0,0,F-15
ESE,389,Environ &Sust Field Expedition,6,8,5,2,0,0,0,0,0,0,0,0,0,S-16
ESE,445,Earth Resources Sustainability,6,11,6,5,3,1,0,0,1,0,0,0,2,S-16
ESE,445,Earth Resources Sustainability,12,8,7,4,3,2,1,0,0,0,0,0,1,S-15
ESE,482,Challenges of Sustainability,1,10,6,3,7,3,1,2,1,2,1,0,0,S-15
ESE,497,Environmental Consulting,1,10,7,4,1,1,0,1,0,0,1,0,1,S-15
EURO,415,Europe and the Mediterranean,0,22,4,0,0,0,1,0,0,0,0,0,1,F-16
FAA,101,Arts at Illinois,45,132,14,10,43,9,9,14,7,2,15,1,9,F-15
FAA,101,Arts at Illinois,0,249,18,3,39,2,0,22,0,0,6,7,1,F-16
FAA,220,Introduction to Fashion,21,8,2,1,0,1,0,1,0,0,0,0,1,F-15
FAA,220,Introduction to Fashion,30,8,5,0,1,0,0,0,0,0,0,0,1,F-16
FAA,499,Foundations of Business,1,7,25,0,14,0,0,0,0,0,0,0,0,S-16
FIN,221,Corporate Finance,2,9,2,5,6,4,3,4,0,0,0,0,3,F-15
FIN,221,Corporate Finance,2,17,2,1,9,1,1,5,1,0,1,0,1,F-15
FIN,221,Corporate Finance,0,11,2,1,11,2,1,3,0,1,1,0,2,F-15
FIN,221,Corporate Finance,0,10,4,2,10,2,2,3,0,1,3,0,0,F-15
FIN,221,Corporate Finance,0,15,3,3,5,1,2,4,1,0,3,0,0,F-15
FIN,221,Corporate Finance,1,10,3,6,10,3,1,3,0,0,1,0,1,F-15
FIN,221,Corporate Finance,1,16,3,3,12,1,0,5,1,1,0,0,0,F-15
FIN,221,Corporate Finance,0,7,5,2,9,1,2,4,1,0,1,0,1,F-15
FIN,221,Corporate Finance,2,16,3,1,7,1,1,2,1,1,0,0,2,F-15
FIN,221,Corporate Finance,0,12,6,4,11,0,2,3,0,0,0,0,0,F-15
FIN,221,Corporate Finance,0,13,1,2,10,1,1,4,3,0,2,0,1,F-15
FIN,221,Corporate Finance,1,10,2,2,5,3,1,4,1,1,1,0,1,S-16
FIN,221,Corporate Finance,2,14,1,1,10,2,4,6,1,0,1,0,1,S-16
FIN,221,Corporate Finance,0,8,1,3,9,1,1,3,1,0,1,0,1,S-16
FIN,221,Corporate Finance,1,8,3,2,10,1,5,8,2,0,2,0,1,S-16
FIN,221,Corporate Finance,1,6,2,2,10,4,3,4,1,0,1,0,2,S-16
FIN,221,Corporate Finance,2,16,3,2,4,2,2,3,2,0,2,0,2,S-16
FIN,221,Corporate Finance,2,14,1,3,11,1,4,5,0,0,2,0,0,S-16
FIN,221,Corporate Finance,1,17,3,3,12,2,1,4,0,0,0,0,1,S-16
FIN,221,Corporate Finance,0,10,4,5,5,2,1,4,2,1,2,0,1,S-16
FIN,221,Corporate Finance,0,11,4,1,11,6,4,2,2,1,1,0,1,S-16
FIN,221,Corporate Finance,0,7,2,1,8,2,1,3,3,1,5,0,2,S-16
FIN,221,Corporate Finance,1,11,1,2,13,1,1,7,2,1,2,0,2,S-16
FIN,221,Corporate Finance,0,6,3,3,9,2,3,6,4,3,2,0,1,S-16
FIN,221,Corporate Finance,0,8,4,2,9,1,3,6,1,0,2,0,1,S-16
FIN,221,Corporate Finance,0,33,12,4,6,0,1,2,0,0,0,0,0,S-16
FIN,221,Corporate Finance,0,16,1,2,3,5,1,2,0,2,4,0,0,S-15
FIN,221,Corporate Finance,0,7,1,3,12,3,0,5,1,0,0,0,1,S-15
FIN,221,Corporate Finance,0,22,3,1,6,1,2,0,1,1,0,0,1,S-15
FIN,221,Corporate Finance,2,14,7,2,5,1,1,2,0,0,3,0,1,S-15
FIN,221,Corporate Finance,2,11,4,5,10,2,1,0,0,0,0,0,0,S-15
FIN,221,Corporate Finance,0,7,3,5,8,1,1,5,0,1,3,0,2,S-15
FIN,221,Corporate Finance,1,11,4,3,8,3,2,2,1,0,1,0,1,S-15
FIN,221,Corporate Finance,0,16,6,2,5,2,1,1,0,1,1,0,1,S-15
FIN,221,Corporate Finance,0,13,1,6,8,3,2,3,2,0,0,0,0,S-15
FIN,221,Corporate Finance,0,14,1,3,5,3,1,3,0,0,2,0,3,S-15
FIN,221,Corporate Finance,1,11,3,4,9,2,1,2,1,2,1,0,0,S-15
FIN,221,Corporate Finance,0,6,3,2,5,1,2,11,3,1,2,0,1,S-15
FIN,221,Corporate Finance,0,9,5,2,10,3,2,2,2,0,3,0,0,S-15
FIN,221,Corporate Finance,0,7,3,2,16,1,1,3,3,0,2,0,0,S-15
FIN,221,Corporate Finance,0,9,4,0,13,5,1,3,1,0,1,0,2,S-15
FIN,221,Corporate Finance,0,10,1,1,5,1,3,5,0,5,6,0,0,S-15
FIN,221,Corporate Finance,0,13,1,3,3,0,1,8,2,0,3,0,0,S-15
FIN,221,Corporate Finance,0,12,1,4,5,2,0,6,0,2,3,0,0,S-15
FIN,221,Corporate Finance,0,36,6,7,12,1,0,0,0,0,0,0,0,S-15
FIN,221,Corporate Finance,0,1,0,1,9,1,0,6,2,1,1,0,0,F-16
FIN,221,Corporate Finance,2,18,2,1,7,3,1,2,1,0,2,0,0,F-16
FIN,221,Corporate Finance,0,11,1,3,6,1,2,6,0,1,4,0,0,F-16
FIN,221,Corporate Finance,2,11,3,3,4,1,3,3,1,1,2,0,4,F-16
FIN,221,Corporate Finance,0,7,5,3,9,2,2,3,0,1,1,0,0,F-16
FIN,221,Corporate Finance,1,11,3,3,9,4,2,2,0,0,1,0,0,F-16
FIN,221,Corporate Finance,1,5,2,5,9,1,2,4,1,2,1,0,2,F-16
FIN,221,Corporate Finance,0,6,1,1,6,3,3,0,1,0,1,0,1,F-16
FIN,221,Corporate Finance,1,16,3,5,8,2,1,4,0,0,2,0,1,F-16
FIN,221,Corporate Finance,0,15,4,2,9,1,2,3,2,0,1,0,1,F-16
FIN,221,Corporate Finance,1,7,3,2,10,1,3,3,2,1,3,0,2,F-16
FIN,221,Corporate Finance,1,10,0,3,10,1,0,8,2,0,5,0,0,F-16
FIN,221,Corporate Finance,0,5,3,4,3,2,3,4,1,0,2,0,1,F-16
FIN,221,Corporate Finance,0,44,19,11,17,2,0,3,0,0,0,0,0,F-16
FIN,230,Introduction to Insurance,11,60,11,15,22,4,4,20,0,0,4,0,4,F-15
FIN,230,Introduction to Insurance,16,50,5,8,38,5,3,18,0,0,5,0,4,F-16
FIN,241,Fundamentals of Real Estate,0,26,6,4,2,2,0,0,0,0,0,0,0,F-15
FIN,241,Fundamentals of Real Estate,1,11,7,4,7,4,1,0,0,0,0,0,0,F-15
FIN,241,Fundamentals of Real Estate,1,27,7,5,9,2,0,3,0,0,1,0,0,S-16
FIN,241,Fundamentals of Real Estate,1,11,9,6,11,6,1,0,0,0,0,1,0,S-16
FIN,241,Fundamentals of Real Estate,1,20,2,3,6,2,0,2,0,0,1,0,0,S-15
FIN,241,Fundamentals of Real Estate,1,8,8,3,7,1,2,1,0,0,0,0,0,S-15
FIN,241,Fundamentals of Real Estate,1,23,4,4,3,0,0,4,1,0,0,0,0,F-16
FIN,241,Fundamentals of Real Estate,1,10,4,4,7,3,0,0,0,0,0,1,0,F-16
FIN,300,Financial Markets,0,1,4,5,6,5,3,4,4,2,0,0,0,F-15
FIN,300,Financial Markets,0,4,3,4,1,3,5,6,2,2,1,0,1,F-15
FIN,300,Financial Markets,0,2,1,2,5,5,5,4,6,0,0,0,1,F-15
FIN,300,Financial Markets,0,3,5,4,9,4,7,3,2,0,0,0,1,F-15
FIN,300,Financial Markets,0,3,1,4,4,3,4,3,3,5,0,0,0,F-15
FIN,300,Financial Markets,2,5,3,3,3,12,7,4,3,1,0,0,5,F-15
FIN,300,Financial Markets,2,5,2,5,4,5,5,5,9,3,0,0,2,F-15
FIN,300,Financial Markets,0,1,0,1,7,4,3,2,0,2,1,0,9,F-15
FIN,300,Financial Markets,2,3,3,3,7,2,3,3,4,0,2,0,0,S-16
FIN,300,Financial Markets,1,3,7,4,5,5,2,2,2,1,0,0,1,S-16
FIN,300,Financial Markets,2,4,2,7,5,1,3,5,0,1,0,0,2,S-16
FIN,300,Financial Markets,0,2,4,5,1,4,6,9,4,3,1,0,0,S-16
FIN,300,Financial Markets,1,2,0,1,4,2,3,2,1,1,1,0,5,S-16
FIN,300,Financial Markets,0,1,1,1,4,1,2,5,1,1,0,1,3,S-16
FIN,300,Financial Markets,1,4,6,1,9,6,7,5,1,2,1,0,0,S-15
FIN,300,Financial Markets,0,5,4,7,9,4,4,6,4,2,0,0,1,S-15
FIN,300,Financial Markets,2,3,4,5,6,9,3,2,1,1,0,0,2,S-15
FIN,300,Financial Markets,1,0,4,3,4,8,5,1,2,1,1,0,2,S-15
FIN,300,Financial Markets,2,1,2,5,6,6,5,3,1,2,1,0,5,S-15
FIN,300,Financial Markets,1,2,1,1,7,2,3,4,1,1,3,0,3,S-15
FIN,300,Financial Markets,0,0,1,0,7,7,4,4,4,3,2,0,5,S-15
FIN,300,Financial Markets,0,0,3,2,6,4,6,5,1,4,0,0,2,S-15
FIN,300,Financial Markets,0,2,4,4,6,1,3,7,4,2,1,0,2,F-16
FIN,300,Financial Markets,0,1,4,5,2,0,3,3,3,2,3,0,2,F-16
FIN,300,Financial Markets,1,1,5,4,3,3,5,1,2,2,1,0,3,F-16
FIN,300,Financial Markets,0,2,5,3,6,2,2,0,4,2,1,0,2,F-16
FIN,300,Financial Markets,0,1,1,3,5,2,1,2,3,2,0,0,6,F-16
FIN,300,Financial Markets,2,7,6,4,7,4,1,4,1,0,0,0,1,F-16
FIN,300,Financial Markets,3,4,3,4,5,5,2,4,3,3,0,0,1,F-16
FIN,321,Advanced Corporate Finance,0,15,4,5,4,1,0,0,0,0,0,0,0,F-15
FIN,321,Advanced Corporate Finance,5,12,4,8,7,2,0,1,0,0,0,0,0,F-15
FIN,321,Advanced Corporate Finance,0,14,5,2,7,2,2,1,0,0,0,0,0,F-15
FIN,321,Advanced Corporate Finance,0,2,4,9,14,7,3,0,0,0,0,0,0,F-15
FIN,321,Advanced Corporate Finance,0,7,11,9,5,4,4,0,0,0,0,0,0,F-15
FIN,321,Advanced Corporate Finance,1,13,2,7,9,3,1,6,0,0,0,0,0,S-16
FIN,321,Advanced Corporate Finance,5,15,6,13,12,4,2,5,3,0,0,0,0,S-16
FIN,321,Advanced Corporate Finance,0,8,7,6,2,3,3,2,0,0,0,0,0,S-16
FIN,321,Advanced Corporate Finance,0,5,14,6,17,11,3,0,0,0,0,0,0,S-16
FIN,321,Advanced Corporate Finance,1,11,3,7,3,2,0,0,3,0,0,0,0,S-15
FIN,321,Advanced Corporate Finance,2,4,3,4,1,9,4,3,0,0,0,0,0,S-15
FIN,321,Advanced Corporate Finance,0,1,1,12,6,4,0,1,0,0,0,0,0,S-15
FIN,321,Advanced Corporate Finance,0,8,5,15,3,6,0,0,0,0,0,0,0,S-15
FIN,321,Advanced Corporate Finance,4,4,5,2,2,3,5,1,1,0,0,0,0,F-16
FIN,321,Advanced Corporate Finance,2,10,5,2,8,4,2,1,0,0,0,0,0,F-16
FIN,321,Advanced Corporate Finance,3,13,5,4,2,1,1,1,0,0,0,0,0,F-16
FIN,321,Advanced Corporate Finance,3,13,3,7,5,1,1,0,0,0,0,0,0,F-16
FIN,321,Advanced Corporate Finance,0,10,3,5,5,3,3,1,0,0,0,0,0,F-16
FIN,321,Advanced Corporate Finance,0,13,5,3,7,2,5,1,0,0,0,0,0,F-16
FIN,392,Investment Management Academy,0,20,4,3,1,0,0,0,0,0,0,0,0,F-16
FIN,411,Investment & Portfolio Mngt,0,8,3,6,4,14,1,2,1,0,1,0,0,S-16
FIN,411,Investment & Portfolio Mngt,1,5,5,2,6,3,0,0,2,0,1,0,0,S-16
FIN,411,Investment & Portfolio Mngt,0,2,4,7,7,3,1,1,0,0,1,0,0,S-15
FIN,411,Investment & Portfolio Mngt,1,5,2,4,5,4,0,3,0,0,0,0,1,F-16
FIN,412,Options and Futures Markets,0,7,6,5,0,1,0,1,0,0,1,0,0,F-15
FIN,412,Options and Futures Markets,1,9,9,4,5,4,1,2,2,0,1,0,0,S-16
FIN,412,Options and Futures Markets,0,6,6,6,4,3,3,1,0,0,0,0,0,F-16
FIN,418,Financial Modeling,5,11,5,1,0,0,0,0,0,0,0,0,0,S-15
FIN,422,Cases in Corporate Finance,4,9,14,6,1,0,0,0,0,0,0,0,0,S-15
FIN,423,Financing Emerging Businesses,0,38,12,5,3,0,0,0,0,0,0,0,0,F-15
FIN,423,Financing Emerging Businesses,0,16,20,13,2,3,0,0,0,0,0,0,0,F-15
FIN,423,Financing Emerging Businesses,0,27,10,10,3,0,0,0,0,0,0,0,0,S-16
FIN,423,Financing Emerging Businesses,0,17,20,8,2,1,0,0,0,0,0,0,0,S-16
FIN,423,Financing Emerging Businesses,0,38,7,1,1,0,0,0,0,0,0,0,0,S-15
FIN,423,Financing Emerging Businesses,0,26,12,4,2,0,0,0,0,0,0,0,0,S-15
FIN,423,Financing Emerging Businesses,0,11,8,6,1,0,1,0,0,0,0,0,0,S-15
FIN,423,Financing Emerging Businesses,0,44,9,2,1,0,1,0,0,0,0,0,0,F-16
FIN,423,Financing Emerging Businesses,0,23,18,7,6,2,0,1,0,0,0,0,0,F-16
FIN,424,Mergers and Acquisition,0,4,7,13,4,6,3,0,0,0,0,0,0,F-15
FIN,424,Mergers and Acquisition,0,7,5,8,4,4,3,2,0,0,0,0,0,F-16
FIN,431,Property-Liability Insurance,2,14,0,2,6,0,0,3,0,0,0,0,0,S-16
FIN,435,Personal Wealth Management,1,16,6,1,34,1,0,2,0,0,0,0,0,F-15
FIN,435,Personal Wealth Management,5,19,12,6,2,1,0,0,1,0,0,0,0,S-16
FIN,435,Personal Wealth Management,0,22,19,12,9,0,0,0,0,0,0,0,0,F-16
FIN,435,Personal Wealth Management,0,22,12,13,8,1,1,0,0,0,0,0,0,F-16
FIN,443,Legal Issues in Real Estate,1,11,10,4,11,6,1,0,0,0,0,0,0,S-16
FIN,444,Urban Real Estate Valuation,2,45,5,3,1,0,0,0,0,0,0,0,0,F-15
FIN,445,Real Estate Investment,0,21,7,5,4,0,0,0,0,0,0,0,0,F-15
FIN,445,Real Estate Investment,0,13,7,5,0,0,0,0,1,0,0,0,0,F-15
FIN,445,Real Estate Investment,1,18,10,7,4,1,1,1,0,0,0,0,0,S-15
FIN,445,Real Estate Investment,2,18,5,9,3,1,0,1,0,0,0,0,0,S-15
FIN,445,Real Estate Investment,6,20,6,2,1,1,0,0,0,0,0,0,0,F-16
FIN,445,Real Estate Investment,6,12,6,1,0,2,0,0,0,0,0,0,0,F-16
FIN,446,Real Estate Financial Markets,4,13,9,5,4,3,0,0,0,0,0,0,0,S-16
FIN,446,Real Estate Financial Markets,2,20,7,8,4,2,0,0,0,0,0,0,0,S-16
FIN,446,Real Estate Financial Markets,11,8,3,2,2,3,2,1,0,0,1,0,0,S-15
FIN,446,Real Estate Financial Markets,18,3,5,1,2,0,1,0,0,0,1,0,0,S-15
FIN,447,Real Estate Development,4,48,1,2,2,0,0,0,0,0,0,0,0,F-15
FIN,447,Real Estate Development,6,49,2,1,0,0,0,0,0,0,0,0,0,F-16
FIN,461,Financial Intermediation,0,37,3,0,1,0,0,0,0,0,0,0,0,S-16
FIN,461,Financial Intermediation,0,26,9,3,0,0,0,0,0,0,0,0,0,S-15
FIN,463,Investment Banking,0,8,8,5,2,0,0,0,0,0,0,0,0,F-15
FIN,463,Investment Banking,0,12,9,5,4,1,0,0,0,0,0,0,0,F-15
FIN,463,Investment Banking,0,29,3,3,0,0,0,0,0,0,0,0,0,F-16
FIN,490,Investment Management Academy,0,21,2,4,2,0,0,0,0,0,0,0,0,S-16
FIN,500,Introduction to Finance,1,9,19,15,9,3,2,0,0,0,0,0,0,F-15
FIN,500,Introduction to Finance,0,38,10,8,3,0,0,0,0,0,0,0,0,S-16
FIN,500,Introduction to Finance,0,29,16,8,10,1,2,1,0,0,0,0,0,S-16
FIN,500,Introduction to Finance,3,24,3,2,0,0,0,0,0,0,0,0,0,S-16
FIN,500,Introduction to Finance,2,19,0,0,0,0,0,0,0,0,0,0,1,S-16
FIN,500,Introduction to Finance,8,24,5,2,3,2,0,1,0,0,0,0,0,S-15
FIN,500,Introduction to Finance,2,29,6,6,4,2,0,0,0,0,0,0,0,S-15
FIN,500,Introduction to Finance,7,18,10,4,2,0,0,0,0,0,0,0,0,S-15
FIN,500,Introduction to Finance,6,23,0,0,4,0,0,0,0,0,0,0,1,S-15
FIN,500,Introduction to Finance,0,15,19,8,10,7,3,2,1,0,0,0,0,F-16
FIN,501,Financial Economics,2,20,11,11,10,3,0,0,0,0,0,0,0,F-15
FIN,501,Financial Economics,6,15,11,14,6,1,1,0,0,0,0,0,0,F-15
FIN,501,Financial Economics,1,16,9,4,9,0,0,0,0,0,0,0,0,F-15
FIN,501,Financial Economics,1,17,15,20,9,1,0,0,0,0,0,0,0,F-16
FIN,501,Financial Economics,1,19,10,9,14,0,0,0,0,0,0,0,0,F-16
FIN,501,Financial Economics,1,11,14,22,13,1,0,0,0,0,0,0,0,F-16
FIN,511,Investments,5,18,12,7,3,0,0,0,0,0,0,0,0,F-15
FIN,511,Investments,1,9,8,1,2,0,0,0,0,0,0,0,0,F-15
FIN,511,Investments,0,12,18,20,13,1,1,0,0,0,0,0,0,F-15
FIN,511,Investments,0,7,16,12,8,1,0,0,0,0,0,0,0,F-15
FIN,511,Investments,0,13,13,13,8,0,1,0,0,0,0,0,0,F-15
FIN,511,Investments,8,13,8,11,5,3,1,2,0,0,0,0,0,S-15
FIN,511,Investments,10,94,34,10,27,8,1,2,1,0,0,0,0,F-16
FIN,511,Investments,3,7,5,5,5,1,0,0,0,0,0,0,0,F-16
FIN,511,Investments,0,11,11,2,3,1,1,1,0,0,0,0,0,F-16
FIN,511,Investments,0,13,14,18,14,1,0,0,0,0,0,0,0,F-16
FIN,511,Investments,6,16,11,8,2,5,0,0,0,0,0,1,0,F-16
FIN,511,Investments,0,9,16,11,6,0,0,0,0,0,0,0,0,F-16
FIN,512,Financial Derivatives,10,15,13,6,11,1,1,1,0,0,0,0,0,F-15
FIN,512,Financial Derivatives,2,23,10,16,8,3,1,0,0,0,0,0,0,F-15
FIN,512,Financial Derivatives,2,12,3,4,5,1,0,0,0,0,0,0,0,S-16
FIN,512,Financial Derivatives,10,22,10,11,6,1,0,2,0,0,0,0,0,S-16
FIN,512,Financial Derivatives,1,8,7,2,8,0,0,0,0,0,0,0,0,S-15
FIN,512,Financial Derivatives,2,13,8,10,8,5,8,2,3,0,0,0,1,S-15
FIN,512,Financial Derivatives,2,22,5,8,9,2,0,0,0,0,0,0,0,F-16
FIN,512,Financial Derivatives,4,14,8,6,6,2,0,0,0,0,0,0,0,F-16
FIN,513,Financial Engineering I,1,5,5,9,4,4,0,0,0,0,0,0,0,S-15
FIN,514,Financial Engineering II,3,17,8,10,5,4,0,1,0,0,0,0,0,S-16
FIN,514,Financial Engineering II,3,11,7,6,2,1,1,0,0,0,0,0,0,S-15
FIN,515,Fixed Income Portfolios,3,22,9,9,4,2,1,0,0,0,0,0,0,S-16
FIN,515,Fixed Income Portfolios,4,6,9,9,11,7,2,0,0,0,0,0,0,S-15
FIN,516,Term Structure Models,1,9,4,11,4,0,0,0,0,0,0,0,0,F-15
FIN,516,Term Structure Models,1,13,3,12,1,0,0,0,0,0,0,0,0,F-16
FIN,518,Financial Modeling,1,15,4,1,1,0,0,0,0,0,0,0,0,S-15
FIN,520,Financial Management,5,29,4,4,7,0,0,0,0,0,1,0,0,S-15
FIN,520,Financial Management,11,15,0,3,6,0,0,3,0,0,0,0,0,F-16
FIN,520,Financial Management,0,46,0,0,6,0,0,0,0,0,0,0,0,F-16
FIN,521,Advanced Corporate Finance,1,23,5,5,13,5,0,1,0,0,0,0,0,F-15
FIN,521,Advanced Corporate Finance,0,23,10,8,10,4,4,0,0,0,0,0,0,F-15
FIN,521,Advanced Corporate Finance,3,19,11,8,5,0,0,0,0,0,0,0,0,F-15
FIN,521,Advanced Corporate Finance,0,6,5,0,11,0,2,2,0,0,0,0,0,F-16
FIN,521,Advanced Corporate Finance,2,24,5,4,11,4,1,0,0,0,0,0,0,F-16
FIN,522,Cases in Financial Strategy,0,11,5,3,3,1,0,0,0,0,0,0,0,S-16
FIN,522,Cases in Financial Strategy,0,13,12,9,7,0,0,0,0,0,0,0,0,S-16
FIN,522,Cases in Financial Strategy,4,14,12,4,0,0,0,0,0,0,0,0,0,S-15
FIN,526,Enterprise Risk Management,1,9,7,4,1,1,0,1,0,0,0,0,0,S-16
FIN,526,Enterprise Risk Management,3,11,16,5,0,0,0,0,0,0,0,0,0,S-15
FIN,530,Foundations in Risk Management,2,14,0,2,9,0,0,0,0,0,0,0,0,F-16
FIN,536,Government Insurance Programs,2,6,7,4,7,0,0,0,0,0,0,0,0,S-16
FIN,541,Real Estate Economics,1,31,4,2,4,0,0,0,0,0,0,0,0,F-15
FIN,541,Real Estate Fundamentals,3,23,3,1,3,0,0,0,0,0,0,0,0,F-16
FIN,545,Real Estate Investment,2,5,12,6,1,0,0,0,0,0,0,0,0,F-16
FIN,551,International Finance,5,8,5,9,5,8,0,0,0,0,0,0,0,S-16
FIN,551,International Finance,2,5,8,11,6,3,0,0,0,0,0,0,0,S-15
FIN,563,Investment Banking,0,18,2,2,0,0,0,0,0,0,0,0,0,F-16
FIN,566,"Market Microstructure, Trading",0,9,5,4,7,5,0,0,0,0,0,0,0,F-16
FIN,571,Retirement Policy,1,10,6,5,5,0,0,0,1,0,0,0,0,F-16
FIN,571,Retirement Policy,0,8,5,5,3,0,0,0,0,0,0,0,0,F-16
FIN,572,Health Care Policy,0,2,8,4,5,3,0,0,0,0,0,0,0,F-15
FIN,573,Competition Policy,1,8,2,10,4,3,0,0,0,0,0,0,0,S-16
FIN,575,Business Tax Policy,2,10,8,5,9,1,0,0,0,0,0,0,0,F-15
FIN,575,Business Tax Policy,0,10,16,12,2,0,0,1,0,0,0,0,0,F-16
FIN,578,Govt Market Economy,0,12,5,8,8,0,0,0,0,0,0,0,0,F-15
FIN,578,Govt Market Economy,0,9,15,5,1,0,0,0,0,0,0,0,0,F-16
FIN,579,Applied Portfolio Management,0,8,6,3,4,0,0,0,0,0,0,0,0,S-15
FIN,580,Behavioral Finance,0,11,3,6,5,0,0,0,0,0,0,0,0,F-15
FIN,580,"Market Microstructure, Trading",2,7,9,5,6,4,0,0,0,0,0,0,0,F-15
FIN,580,Corporate Finance,10,17,0,0,0,0,0,1,0,0,1,0,3,F-15
FIN,580,Foundations in Risk Management,0,25,0,0,15,0,0,0,0,0,0,0,0,F-15
FIN,580,Wealth Management,1,43,3,0,12,1,0,0,0,0,0,0,0,F-15
FIN,580,Cases in Enterprise Risk Mngmt,1,6,10,3,0,0,1,0,0,1,0,0,0,S-16
FIN,580,Investment Banking,0,32,10,1,0,0,0,0,0,0,0,0,0,S-16
FIN,580,Risk Management,1,18,16,13,13,2,0,0,0,0,0,0,0,S-16
FIN,580,Risk Management,0,17,13,12,11,0,0,0,0,0,0,0,0,S-16
FIN,580,Advanced Futures,11,8,15,2,0,1,0,0,0,0,0,0,0,S-15
FIN,580,Topics in M&A,1,20,2,12,1,1,0,0,0,0,0,0,0,S-15
FIN,580,Risk Management,0,16,11,12,18,0,0,0,0,0,0,0,0,S-15
FIN,580,Risk Management,1,8,9,4,1,0,0,0,0,0,0,0,0,S-15
FIN,580,Corporate Finance,0,7,9,9,4,1,0,0,0,0,0,0,0,F-16
FIN,580,Financial Statements,0,18,6,3,5,0,0,0,0,0,0,0,0,F-16
FIN,580,Quantitative Methods,2,21,11,4,7,4,0,0,0,0,0,0,0,F-16
FIN,580,Wealth Management,3,13,6,2,4,0,0,0,1,0,0,0,0,F-16
FR,101,Elementary French I,1,12,1,0,3,3,0,1,0,0,0,0,0,F-15
FR,101,Elementary French I,1,7,4,1,6,1,0,0,0,1,0,0,1,F-15
FR,101,Elementary French I,1,5,4,3,3,5,1,1,0,0,0,0,0,F-15
FR,101,Elementary French I,2,6,3,5,3,3,0,0,0,0,0,1,1,F-15
FR,101,Elementary French I,3,7,7,0,4,0,1,1,0,0,0,0,0,F-15
FR,101,Elementary French I,2,7,5,1,5,1,0,1,0,1,1,0,0,F-15
FR,101,Elementary French I,4,7,6,2,1,0,0,2,0,0,0,0,0,F-15
FR,101,Elementary French I,0,7,6,1,2,0,4,0,2,0,1,0,0,S-16
FR,101,Elementary French I,2,7,6,1,2,1,1,0,1,0,0,0,1,S-16
FR,101,Elementary French I,0,3,5,2,6,3,0,2,0,0,1,0,0,F-16
FR,101,Elementary French I,0,2,2,1,6,5,0,3,3,0,1,0,0,F-16
FR,102,Elementary French II,3,8,2,2,5,0,1,2,0,0,1,0,0,F-15
FR,102,Elementary French II,0,1,6,2,4,2,0,4,2,0,1,0,0,F-15
FR,102,Elementary French II,1,3,4,3,8,0,0,2,0,0,0,0,0,F-15
FR,102,Elementary French II,5,6,2,4,1,2,1,1,0,0,1,0,1,F-15
FR,102,Elementary French II,2,7,5,2,2,3,1,3,0,0,0,0,0,S-16
FR,102,Elementary French II,1,6,4,4,4,2,0,2,1,0,0,0,1,S-16
FR,102,Elementary French II,3,3,6,3,1,2,2,2,0,0,0,0,1,S-16
FR,102,Elementary French II,2,5,3,2,6,2,1,3,0,1,2,0,0,S-16
FR,102,Elementary French II,2,7,3,2,9,2,0,1,0,0,0,0,0,S-16
FR,102,Elementary French II,1,10,5,0,5,0,1,2,0,0,0,0,0,S-15
FR,102,Elementary French II,4,8,3,0,3,0,1,0,1,1,1,0,0,S-15
